"","street_address","latitude","longitude","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other"
"4677","5395 Buford Hwy",33.949288,-84.199162,35.8346153846154,65971.5153846154,130,81343,29114,19053,11412,19696,2068
"4678","540 E Crusselle St",32.72527,-84.005342,44.2536036036036,47813.2752293578,222,56142,37035,14027,842,3464,774
"4679","540 E McCarty St",32.987698,-82.799793,42.3673575129534,42534.0659630607,386,49055,25567,21124,240,1174,950
"4680","540 Northdale Rd",33.970134,-83.992718,34.3548076923077,67974.6826923077,104,113032,43613,41000,7327,16954,4138
"4681","540 Tripp St",32.065243,-84.217079,36.6797872340426,39792.8888888889,94,25240,13184,10388,346,933,389
"4682","540 Tripp St",32.065307,-84.217415,37.3986486486486,41302.2297297297,222,59141,31850,23097,699,2652,843
"4683","5400 Covington Hwy",33.731242,-84.193873,36.5816901408451,56288.9425837321,213,147930,34768,90299,6658,12353,3852
"4684","5400 Georgia 20",33.81375,-83.935119,38.6698581560284,70570.6028368794,282,185149,95365,62857,5666,15908,5353
"4685","5400 Newton Rd",31.522066,-84.19419,41.5210526315789,50196.2105263158,57,25223,12308,10537,800,1227,351
"4686","5401 Covington Hwy",33.730664,-84.194041,36.710119047619,51523.756097561,168,86316,19813,56159,3131,4483,2730
"4687","5401 Floyd Rd SW",33.822425,-84.575035,35.6981927710843,65158.5602409639,332,164200,50666,83636,2422,23256,4220
"4688","5404 La Roche Ave",32.016693,-81.06597,34.7757575757576,52854.4090909091,66,45365,22773,17179,1281,2566,1566
"4689","5409 GA Highway 41 N",32.456323,-84.537702,50.5051724137931,47950.1724137931,58,8959,5826,2061,93,684,295
"4690","541 S Liberty St",33.089284,-82.015848,39.446,44520.6267605634,150,41858,21406,17042,540,2320,550
"4691","5410 Cornelia Hwy.",34.331532,-83.782122,41.5131909547739,67638.7450173996,3184,1481488,955131,220810,76510,190178,38859
"4692","5410 Dallas Hwy",33.935647,-84.723114,38.025493612079,78585.1653084983,1722,622735,417702,114062,19205,54317,17449
"4693","5410 Matt Hwy",34.299048,-84.153623,39.4438325991189,87101.3502202643,454,168955,141083,5973,5984,12502,3413
"4694","5411 White Bluff Rd",32.028586,-81.111275,37.411038961039,55490.4805194805,154,135435,73343,31169,3781,22452,4690
"4695","5414 Cleveland Hwy",34.975649,-84.933411,41.9619047619048,53513.380952381,126,52508,42593,1497,817,6509,1092
"4696","5414 Cleveland Hwy",34.975674,-84.933421,40.6057142857143,61706.9142857143,70,29547,24413,560,392,3442,740
"4697","5414 Five Forks Trickum Rd SW",33.840168,-84.130477,39.9112970711297,84872.0232067511,478,212368,89922,74176,17302,25037,5931
"4698","5415 Atlanta Hwy",34.15225,-84.251572,39.8863760217984,124165.479564033,367,161463,117838,11070,14136,14102,4317
"4699","5415 Atlanta Hwy",34.182447,-83.926065,39.5216101694915,70913.6525423729,236,143627,91081,22047,7414,18249,4836
"4700","5418 Chamblee Dunwoody Rd",33.945603,-84.334472,39.6186813186813,119258.937728938,546,197010,107430,43487,21552,19491,5050
"4701","5425 Buford Hwy NE",33.900033,-84.277308,32.5310344827586,56766.6896551724,29,20698,4574,5334,2003,7954,833
"4702","5425 Fairington Rd",33.702146,-84.168075,35.5035842293907,53017.2435424354,279,145146,22793,110161,1368,7745,3079
"4703","5428 Luthersville Rd",33.165376,-84.673567,41.1714285714286,54220.4285714286,28,7867,5263,2272,19,243,70
"4704","5428 Old Dixie Hwy",33.606617,-84.380495,33.5893333333333,52476.1408450704,75,52970,14568,28514,3849,5180,859
"4705","543 Airport Rd",32.399291,-83.305931,41.4639344262295,47492.7166666667,244,42189,27559,10807,1298,1634,891
"4706","5430 Bannister Rd",34.299051,-84.152658,39.6509229789943,89618.9865470852,1571,395593,306215,27887,14365,37787,9339
"4707","5437 Bowman Rd Ste 120",32.924487,-83.73442,39.6181818181818,57650.3636363636,44,29550,14971,6643,564,6720,652
"4708","544 Mount Vernon Rd",33.834814,-83.643471,40.3700288184438,59781.8299711816,347,157481,102059,36408,3715,12361,2938
"4709","5448 E Ponce de Leon Ave",33.826659,-84.196566,37.1851162790698,57269.6966824645,215,116093,38995,55984,8367,9221,3526
"4710","5448 Forrest Rd",32.481285,-84.899275,34.1,39505.7352941177,68,24776,4341,17967,342,1483,643
"4711","5448 Forrest Rd",32.481509,-84.899215,34.827802690583,45590.600896861,446,125347,44993,64028,2083,10276,3967
"4712","5448 Ga 133",31.073727,-83.622646,38.1351351351351,45627.1891891892,74,29337,19621,4273,181,4869,393
"4713","5448 Ponce de Leon Ave",33.826469,-84.196672,35.741065830721,54410.3479623824,319,162659,42524,93801,9967,12129,4238
"4714","5448 Whittlesey Blvd Ste A",32.541407,-84.947206,38.9241379310345,69803.0802238806,551,211867,133701,51718,6373,12066,8009
"4715","545 E 6th St",33.094541,-82.007655,37.1,43456.2727272727,22,9087,4754,3618,43,486,186
"4716","545 N Davis Dr",32.634355,-83.613343,35.6166666666667,38775.9411764706,72,28008,14668,10443,206,1971,720
"4717","545 N Davis Dr",32.634358,-83.613331,38.3271186440678,42627.9433962264,59,33450,17581,11150,1551,2258,910
"4718","5455 Ga 122",30.985163,-83.651831,41.8285714285714,40709.380952381,63,25248,17125,5133,393,2268,329
"4719","5461 S Chestatee",34.46908,-83.968477,40.531746031746,67157.4041331803,882,362902,269378,41043,10872,32811,8798
"4720","5465 Chamblee Dunwoody Rd",33.947522,-84.335054,40.9152777777778,126237.433333333,360,139983,83638,21850,15728,15226,3541
"4721","5468 Ga 15 S",32.108451,-82.37179,42.5461818181818,49470.662745098,275,59608,43856,8560,1008,5166,1018
"4722","5473 N Main St",34.077208,-84.692345,40.441958041958,74361.2805755396,143,87244,60792,13887,2338,7797,2430
"4723","5474 Lawrenceville Hwy NW",33.883001,-84.161194,38.444262295082,73969.6284153005,183,118086,49166,28255,14111,23289,3265
"4724","5476 Jimmy Carter Blvd",33.908053,-84.206947,36.748,61958.6570945946,600,428370,218804,85442,28558,84643,10923
"4725","548 Northside Dr NW",33.769592,-84.405058,35.9358552631579,55742.4155405405,304,152868,63961,65644,6719,13061,3483
"4726","5485 Highway 81 S",33.487701,-83.955818,38.1607843137255,59357.81,204,82413,56651,19640,1326,2564,2232
"4727","549 Highway 53 E",34.474566,-84.92698,40.6065420560748,55883.8785046729,107,51669,41791,2402,743,5716,1017
"4728","549 N Ga 113",33.61935,-85.076563,37.8441860465116,57017.4651162791,129,76591,54995,13767,1548,3827,2454
"4729","5490 Highway 72 W",34.038191,-83.214926,42.0405737704918,57914.6967213115,488,110848,82464,16465,1567,8056,2296
"4730","5496 Buford Hwy",33.944468,-84.20372,35.2886138613861,65135.9702970297,202,140663,50897,32391,12790,42011,2574
"4731","5499 Alabama Ave",31.340668,-83.593988,39.0948979591837,47327.8903061224,392,90189,59213,16894,859,11809,1414
"4732","55 Hillside Trce",33.933419,-84.733339,37.7533816425121,75037.9323671498,414,203029,133990,35276,3258,24689,5816
"4733","55 Murphy Hwy",34.915287,-84.276966,45.954945054945,57817.6923076923,91,42821,36539,2721,261,2822,478
"4734","550 Ernest W Barrett Pkwy NW",34.008558,-84.570829,38.6875886524823,84204.7127659574,282,215715,141351,38471,11517,17400,6976
"4735","550 Page Rd",34.985349,-85.241979,42.2300699300699,52458.3146853147,143,59435,51832,3812,679,1635,1477
"4736","550 S Chestatee St",34.526322,-83.97874,43.375,47544.5,16,8335,7794,22,145,300,74
"4737","550 S Chestatee St",34.526407,-83.978662,39.395,68052.7208333333,240,125861,103498,9347,3107,7036,2873
"4738","550 S Wilkinson St",33.074142,-83.226349,36.5715789473684,50959.3789473684,95,38656,20058,15561,981,1431,625
"4739","550 Smokey Rd",33.359009,-84.829131,42.825,58812,16,12675,6845,2965,218,2115,532
"4740","550 Us 80",32.184233,-81.401141,37.4885620915033,60132.3939393939,306,127477,89849,26053,1953,5383,4239
"4741","5500 Buford Hwy NE",33.902013,-84.276221,36.1764220939819,70184.0476190476,1213,829172,367732,237106,63564,136558,24212
"4742","5500 Northside Dr",33.905102,-84.431324,39.5218823529412,90133.1670588235,425,282224,176692,53869,14584,30189,6890
"4743","5500 Spalding Dr",33.969491,-84.22215,39.0615942028985,85447.8224637681,276,175870,86286,51233,16111,17549,4691
"4744","5504 Phil Niekro Blvd",34.181923,-83.926428,39.8980263157895,77811.3223684211,152,102155,69956,14007,5633,10572,1987
"4745","5504 Spout Springs Rd",34.182039,-83.926479,40.71875,76861.7243589744,160,108264,72537,11902,6614,13788,3423
"4746","5505 Lula Rd",34.379197,-83.679691,41.420618556701,54837.4105263158,194,45873,35704,3619,1157,4153,1240
"4747","5506 Forrest Rd",32.481302,-84.898315,34.8621848739496,45007.2857142857,238,75830,28568,38822,1635,3938,2867
"4748","551 Athens St",34.109454,-83.573154,39.9490066225166,61660.5099337748,302,105947,75750,9751,3194,14338,2914
"4749","551 B Heard St SE",34.107149,-82.857887,40.3848214285714,52146.0934579439,112,38407,25797,8823,648,2568,571
"4750","5512 McEver Rd Ste 104",34.199357,-83.923353,40.853399668325,74140.5642737897,603,340034,219279,45956,16996,49021,8782
"4751","5515 Old Floyd Rd SW",33.820104,-84.580111,36.4904761904762,63061.5555555556,189,94369,26984,43730,2424,18840,2391
"4752","5516 Winder Hwy",34.149573,-83.799577,38.8012987012987,79797.9155844156,154,97176,71595,8322,2869,11396,2994
"4753","5517 Memorial Dr",33.80019,-84.212423,33.8012987012987,54129.4713656388,231,174102,49536,94231,8907,17438,3990
"4754","5520 GA Highway 21",32.127526,-81.169343,30.7666666666667,62016.5,24,39396,20915,12576,1033,2989,1883
"4755","5521 Thompson Bridge Rd",34.419847,-83.906423,43.215811965812,59995.0825688073,234,72667,61089,3050,829,6406,1293
"4756","5535 Jimmy Carter Blvd",33.909738,-84.206361,36.9538975501114,65035.746031746,449,338544,164725,81289,22437,61783,8310
"4757","554 Atlanta Rd",34.189663,-84.136951,38.4384937238494,93184.9246861925,239,143550,105219,7122,9181,18715,3313
"4758","5540 Jonesboro Rd",33.604093,-84.340165,33.9904347826087,54350.6886792453,115,67391,21209,31526,4066,8531,2059
"4759","5545 New Northside Dr",33.906314,-84.429128,42.2123222748815,118625.739336493,211,129911,84335,13034,8851,20589,3102
"4760","555 Highway 74 S",33.371286,-84.56971,40.6825291181364,85638.5274542429,601,310137,199759,70253,8687,23087,8351
"4761","555 Madison Rd",33.310835,-83.677283,44.35,46825,8,3598,2908,448,0,221,21
"4762","555 W Oglethorpe Hwy",31.835812,-81.597454,31.8764175257732,52871.8233766234,776,180133,98144,49490,3338,19082,10079
"4763","5550 Bethelview Rd",34.171063,-84.184582,39.3761414790997,113435.899419729,1555,351848,244635,34409,30116,32053,10635
"4764","556 Northside Dr SW",33.739639,-84.407764,34.0846846846847,54281.3783783784,111,83323,24318,48184,2163,6439,2219
"4765","556 Roswell St SE",33.950184,-84.536302,35.0666666666667,61378.75,48,26261,11646,9545,464,3941,665
"4766","556 Roswell St SE",33.950273,-84.5363,39.1511111111111,84631.0444444444,45,35474,12952,18953,789,2103,677
"4767","5560 Peachtree Blvd",33.90016,-84.30068,37.6069565217391,82215.8347826087,115,71699,36457,16702,6830,9719,1991
"4768","5565 Austell Powder Springs Rd",33.81679,-84.636556,35.4572289156626,63293.25,332,198508,82800,80913,4950,24433,5412
"4769","5585 S Chestatee",34.469245,-83.96687,41.4583417593529,65696.9877300613,989,396565,293182,37076,13140,43922,9245
"4770","5588 Ga 57",32.850154,-83.484311,41.164856230032,50353.5631067961,313,97835,66397,25386,1870,2980,1202
"4771","5589 Reeds Bridge Rd",34.928106,-85.211221,41.1235294117647,62394.9896193772,289,100832,91912,2816,1451,2562,2091
"4772","559 Johnson Ferry Rd",33.962788,-84.412066,42.7492730210016,120210.324717286,619,242770,172197,29986,14006,19769,6812
"4773","5590 Highway 81 S",33.487565,-83.956933,37.2675675675676,57712.7432432432,74,56581,27250,25423,684,1684,1540
"4774","56 S Broad St",33.989195,-83.726012,36.3,61012.6917293233,137,78868,55253,10368,2367,9176,1704
"4775","56 Vanguard Rd",31.900507,-81.609055,33.048623853211,52667.5913312694,327,177325,102635,42379,5810,17974,8527
"4776","560 N Main St",34.090842,-84.292891,37.6666666666667,84125,12,6290,3566,405,350,1759,210
"4777","560 N Main St",34.091127,-84.293408,40.4040404040404,139251.585858586,99,51517,36014,4611,5419,3928,1545
"4778","5600 Alabama Hwy NW",34.260922,-85.339341,41.5181818181818,58401.6363636364,22,9084,8197,319,124,199,245
"4779","5604 Lawrenceville Hwy NW",33.880117,-84.164793,37.512925170068,70221.1700680272,147,98494,37334,28697,12844,15559,4060
"4780","5604 Lawrenceville Hwy NW",33.880573,-84.164814,38.9013953488372,75758.2887323944,430,210479,95478,53659,19810,34645,6887
"4781","5604 Old Dixie Hwy",33.602494,-84.379406,35.6583333333333,44165.1666666667,48,26970,6040,12167,1431,6794,538
"4782","5609 Us 29 S",34.062745,-83.27729,43.15,58010.0138888889,72,29092,21572,4921,188,1861,550
"4783","5615 Singleton Rd",33.908763,-84.184204,31.5367647058824,56523.3014705882,136,63707,15374,18127,7746,20445,2015
"4784","5616 Redan Rd",33.756151,-84.165134,34.9833333333333,50429.3333333333,24,13195,1765,9552,15,1824,39
"4785","5619 GA Highway 88",33.211108,-82.309029,40.7588709677419,43324.2857142857,124,18930,13621,4278,96,578,357
"4786","5620 N Henry Blvd",33.553893,-84.258379,36.7758122743682,64591.8644688645,277,177828,63620,75265,7151,25233,6559
"4787","5621 Highway 53",34.115944,-83.76285,39.0482649842271,71765.0336,634,374740,216755,73426,35464,40049,9046
"4788","5625 Buford Hwy NE",33.904728,-84.271008,34.728,70549.9316239316,125,86487,37387,22570,4408,19615,2507
"4789","5626 Highway 20 SE",34.204534,-84.764535,39.7388170055453,66532.8483685221,541,330516,233703,45113,11741,30813,9146
"4790","5629 Highway 20 NE",34.205598,-84.764549,41.105764075067,68970.6008174387,746,441996,340868,46844,11374,31454,11456
"4791","563 S Talbotton St",33.026644,-84.712455,40.7164179104478,46163.7014925373,67,21923,9973,10568,241,804,337
"4792","5630 Fulton Industrial Blvd SW",33.731556,-84.568813,38.9661290322581,68052.8924731183,186,151855,43462,89027,2092,14266,3008
"4793","5630 Orianna Rd",32.436474,-82.608322,39.7079104477612,62404.8638426626,670,413009,276221,86214,10574,28562,11438
"4794","5631 Covington Hwy",33.727094,-84.187091,37.1090379008746,55283.4513274336,343,189013,56364,112140,4334,12196,3979
"4795","5631 Houston Rd",32.74657,-83.672512,40.9279742765273,59834.6270096463,311,125997,73934,39231,4700,5710,2422
"4796","5631 W Fayetteville Rd",33.60193,-84.446686,35.8746113989637,55806.3367875648,193,128977,26334,86051,2854,10300,3438
"4797","5634 Bells Ferry Rd",34.087293,-84.57629,37.3373464373464,74738.1818181818,407,202578,146914,25727,5405,18237,6295
"4798","5634 Third Army Rd SE",34.086298,-84.72158,40.6271739130435,70165.2173913044,92,50343,39980,5244,810,3054,1255
"4799","5635 Highway 42",33.601055,-84.299391,36.606976744186,48817.488372093,43,27053,3696,17189,2938,2718,512
"4800","5636 Highway 53",34.115961,-83.761934,38.8447565543071,73187.8764044944,534,264196,178921,38164,14116,27524,5471
"4801","564 Crosstown Dr",33.376936,-84.564583,41.8071917808219,100720.828767123,292,112227,82805,15832,4179,6961,2450
"4802","564 Kite Rd",32.692701,-82.514404,38.9720238095238,47940.3902439024,168,38832,27145,8794,414,1641,838
"4803","5640 Northside Dr",33.907598,-84.432763,37.8963636363636,113177.198113208,110,92387,44183,23467,4960,17255,2522
"4804","5642 Houston Rd",32.746063,-83.672072,40.8453947368421,58160.7828947368,152,50502,30530,13091,583,4918,1380
"4805","5645 Roswell Rd",33.908585,-84.37854,37.7704918032787,79214.8988764045,183,136678,65848,38259,9898,19926,2747
"4806","5646 Alabama Hwy NW",34.258724,-85.343254,42.1374100719424,59740.6690647482,139,73009,56755,8116,1345,4139,2654
"4807","5646 Everglades Trl",33.934109,-84.202369,32.4727272727273,61698.9393939394,33,18627,3919,3634,2356,8289,429
"4808","5646 Highway 20 SE",34.208566,-84.758925,39.9804274465692,70494.9323394495,889,455819,353581,38785,11755,40993,10705
"4809","5647 Highway 85",33.600506,-84.406507,33.697037037037,54780.320610687,135,92800,42291,38862,2192,7565,1890
"4810","5647 Riverdale Rd",33.601022,-84.429703,32.5682926829268,45678.45,164,82164,13188,56598,1962,8495,1921
"4811","565 Atlanta Hwy",33.984176,-85.039819,38.6015037593985,51045.837398374,133,49166,37072,7662,615,1998,1819
"4812","565 E Main St",31.171958,-84.724503,42.6936363636364,48290.4,110,37131,25639,8422,681,1625,764
"4813","565 Northside Dr E",32.439381,-81.764539,36.6313161875945,49266.2198142415,661,213149,131540,59628,3603,12279,6099
"4814","5652 Fairburn Rd",33.750614,-84.720027,38.1556438791733,66681.768,629,373340,204539,119684,10030,27762,11325
"4815","5661 Highway 20 NE",34.21195,-84.75731,39.3169811320755,70318.1035422343,371,212571,161123,19976,6171,19589,5712
"4816","5664 Jonesboro Rd",33.599989,-84.337039,35.4770562770563,49556.3303964758,235,117740,20336,65074,10116,16767,5447
"4817","5664 Memorial Dr",33.801336,-84.206537,35.0574324324324,59529.7567567568,148,74907,16615,47156,5014,3955,2167
"4818","5665 Atlanta Hwy",34.14489,-84.251675,39.4053272450533,134062.898928025,657,253822,177901,20731,19411,28339,7440
"4819","5669 Fairburn Rd",33.751535,-84.720756,38.1112626484822,65747.3163766176,2273,1180598,683845,319701,42342,102817,31893
"4820","567 S Talbotton St",33.025834,-84.712096,43.2832558139535,57200.5213270142,215,74742,50239,17882,758,4080,1783
"4821","5670 Peachtree Industrial Blvd",33.95504,-84.217978,39.9666666666667,80877.7777777778,36,22782,12282,2227,3381,4311,581
"4822","5670 Peachtree Industrial Blvd",33.955082,-84.218329,37.1448648648649,77328.4054054054,185,114944,52953,28140,11713,18692,3446
"4823","5675 Memorial Dr",33.800688,-84.20574,35.9701388888889,56642.5214285714,144,85932,24348,44392,5178,9614,2400
"4824","568 Chappell Rd NW",33.770595,-84.434269,38.8764227642276,41789.7479674797,123,60433,11345,44293,1449,2014,1332
"4825","5680 Alabama Hwy NW",34.258663,-85.344063,42.336,55811.2173913043,100,40062,31433,2816,1084,3922,807
"4826","5680 Ga 20",34.258669,-85.344046,40.8060650887574,54473.252994012,676,249468,188267,31886,3682,20461,5172
"4827","5690 Jonesboro Rd",33.599888,-84.338834,35.7972972972973,58684.8040540541,148,78577,28027,33043,4735,9632,3140
"4828","5690 Jonesboro Rd",33.600087,-84.33855,34.3197530864198,52881.5185185185,81,36662,7021,18264,4750,5701,926
"4829","5690 Old National Hwy",33.600493,-84.470989,37.461875,57706.2875,160,108205,22315,73865,1860,7526,2639
"4830","5694 Buford Hwy",33.940631,-84.208564,34.7979591836735,62621.231292517,147,83814,31429,18080,7739,24572,1994
"4831","5698 Highway 20 SE",34.214487,-84.753397,39.7705035971223,78193.3284671533,278,158075,126508,13969,3067,11104,3427
"4832","57 Roberts Quarters Rd",33.091192,-84.436309,39.2632183908046,61781.6034482759,174,54350,37882,13004,190,2518,756
